1,110,114,567.4625222014398
2,114,115,602.5855142778777
3,115,116,604.851060506114
4,112,113,484.58660638157556
5,113,111,421.4611724096766
6,111,116,753.3197165313325
7,116,117,743.021175100498
8,117,118,576.4864957637242
9,118,119,919.9589767835081
10,119,120,686.5061319509756
11,120,124,340.43212448234584
12,124,136,556.315180088098
13,136,137,709.2411190047492
14,137,139,711.159131639888
15,139,96,376.59226750311836
16,96,98,643.4092498640454
17,98,99,160.87559923378615
18,98,101,690.4751088593538
19,101,103,474.4175610293615
20,103,149,628.1402986398716
21,149,58,596.224480082476
22,58,61,594.9057790079866
23,61,62,509.19988169019473
24,62,63,688.9750740965126
25,63,64,611.2720176058763
26,64,65,617.2403701368713
27,65,73,748.2964631782321
28,73,74,386.7182943872022
29,74,18,522.1248979631614
30,18,20,547.5067727922396
31,18,19,896.4162607292985
32,20,24,508.22661396646475
33,24,25,548.9419154046763
34,25,34,763.5146365957962
35,34,23,1227.5702938692286
36,34,35,1028.6194996850704
37,35,36,630.785031142248
38,36,37,733.5461728757161
39,37,38,954.2749499412947
40,38,45,784.9893302701812
41,45,46,676.2702354572784
42,46,47,589.7936359942946
43,47,48,347.86407797212865
44,48,49,760.820986958633
45,49,50,550.6217150373723
46,50,51,845.961163600081
47,51,148,1101.1470732897956
48,148,147,496.74086503278545
49,23,15,837.9843102408696
50,15,14,666.1973932237452
51,14,72,984.1720149349617
52,72,71,664.0256605229799
53,71,60,730.9365117284599
54,60,59,922.439719827661
55,59,57,596.1501711941943
56,57,107,1033.9589075729737
57,107,95,845.4802392165847
58,95,89,792.4186730116884
59,89,86,1116.5918997326282
60,86,85,342.7901003003501
61,85,135,956.4199727151082
62,135,134,870.8296550003756
63,134,133,885.951244663506
64,133,132,374.6876642040543
65,132,131,780.2522491462582
66,131,130,717.4077769156219
67,130,129,763.13187362331
68,129,128,843.1010762979037
69,128,127,868.818894272519
70,127,126,623.2013182801802
71,126,2,1356.309320306324
72,2,1,709.6500586912439
73,1,3,740.1767727104245
74,3,4,724.7121088068682
75,4,5,773.2796376573126
76,20,19,535.5696770830657
77,19,17,715.0028516844981
78,17,16,667.3322818424352
79,16,13,606.5842085835532
80,13,27,437.38367828522246
81,27,26,733.8145969849945
82,26,10,539.2657220501458
83,10,9,467.80117567439027
84,9,12,576.3583498019847
85,12,11,699.005244105415
86,11,7,433.82935771388264
87,7,6,504.4266022983266
88,6,8,419.9080578818447
89,17,21,324.1261642602195
90,21,22,540.1473355603339
91,22,32,358.36468353896174
92,32,31,641.4129921162266
93,31,33,418.85116545652124
94,33,28,854.5630976162578
95,28,29,702.4049985000431
96,29,30,665.7156733741554
97,30,42,1075.6029341169674
98,42,43,501.108979926258
99,43,44,1186.643969447638
100,44,40,616.1030520756267
101,44,41,1331.7897689156298
102,41,39,700.7472689477303
103,106,144,355.7863351095204
104,144,109,2166.347833978384
105,109,56,1230.2258200523092
106,56,55,696.1259549667656
107,55,54,461.4614859779639
108,54,53,683.405448013524
109,53,52,521.34270863245
110,52,66,559.7051435673127
111,66,67,787.6864501580558
112,67,68,811.0875820971911
113,68,70,954.1920826453689
114,70,69,617.0409366959223
115,69,75,831.8042375284699
116,101,99,597.7984393146872
117,97,99,426.40348095288437
118,99,100,697.2651387703185
119,100,106,530.4415717136422
120,97,90,698.6990317844316
121,90,88,537.9957278383877
122,88,87,545.3003077725455
123,87,93,714.8341743101586
124,93,94,398.31855566325896
125,94,92,419.64703908261833
126,92,91,713.5545476904481
127,91,84,1050.7176990297914
128,84,83,994.3085748602688
129,83,82,738.24272104499
130,82,81,617.7100803192703
131,81,80,534.248165956548
132,80,79,922.8934170088448
133,79,78,774.045630223283
134,78,77,781.8487666343627
135,77,76,1024.0556767345986
136,121,122,667.7417904642477
137,122,123,828.3517946680522
138,123,125,682.3614383794971
139,125,138,576.0178440901111
140,138,140,544.4832749707646
141,140,142,437.7509244566387
142,142,143,979.0756494468391
143,143,102,642.7808548022574
144,102,104,557.2499678309005
145,104,105,595.5626258328767
146,196,197,494.56751244858117
147,197,198,427.6425144155501
148,198,199,694.1183019452963
149,199,200,679.064869028522
150,200,201,599.4301751572617
151,201,202,1225.4076717677967
152,202,203,896.5400828855361
153,203,204,906.6106017909365
154,332,333,684.5496756696679
155,333,334,517.4935297086456
156,334,335,558.074675838262
157,335,336,794.343132198995
158,336,337,1237.3494671267208
159,337,338,739.6087296157643
160,244,245,1369.3000296231025
161,245,246,721.793051755203
162,246,247,1090.836151022048
163,247,248,1121.4569764727303
164,248,249,1105.611993244045
165,249,250,858.3269030001005
166,250,251,1358.5508610723975
167,251,252,1093.6188430991604
168,252,253,990.680220433847
169,253,254,2089.729562742392
170,254,255,993.688346426192
171,255,256,953.2573345017062
172,256,257,1849.5683135391116
173,257,258,806.8280576362755
174,258,259,1646.2847225567098
175,259,260,962.1100746730968
176,216,217,993.7498957415806
177,217,218,1078.0425442868964
178,218,219,2675.297404147846
179,219,220,829.3196691244937
180,220,221,2238.585597634095
181,221,222,1160.486966953034
182,222,223,1504.6413167142543
183,223,224,1658.9607696365092
184,224,225,1309.1353530429637
185,225,226,1353.9436631945296
186,226,227,1326.6079540637613
187,227,228,1787.5577950795177
188,228,229,1785.3414828894515
189,229,230,1486.1573129155604
190,230,231,761.4794118319584
191,231,232,482.7096120163893
192,232,233,0
193,233,234,1723.6931383854633
194,234,235,1153.6174845859966
195,235,236,1222.739359005132
196,236,237,988.2579940262609
197,237,238,1314.0260232396854
198,238,239,764.4015022487948
199,239,240,1935.6516489895955
200,240,241,929.0158840688771
201,241,242,1094.3981801214113
202,242,243,1244.1806417380644
203,177,178,805.966629980538
204,178,179,1042.7282250270355
205,179,180,1677.2568290226363
206,180,181,615.1874360078823
207,181,182,1024.7531691885447
208,182,183,1239.2322398936321
209,183,184,1214.1448746349074
210,184,185,521.5078355553788
211,185,186,1248.7297411727902
212,186,187,1530.650372547638
213,187,188,1044.7385823448535
214,188,189,853.8989592071663
215,189,190,869.7771288750102
216,190,191,926.918315588738
217,191,192,576.82586370005
218,192,193,454.1111638397021
219,193,194,579.9380932317232
220,194,195,657.8637620561678
221,343,344,791.6794426898939
222,344,345,923.2678352731041
223,345,246,902.7603359473964
224,246,347,649.2240416682587
225,347,348,1263.5137004647843
226,348,349,1006.1482411648597
227,349,350,1226.9144704968273
228,350,351,1194.6521749973867
229,351,352,644.2495846770452
230,352,353,981.3505828418379
231,353,354,1115.3768583245983
232,354,355,1094.7959433108344
233,355,356,501.1850783592893
234,356,357,798.4743986773778
235,357,358,570.0175217258837
236,358,359,948.8805711069448
237,359,360,622.8961355189435
238,360,361,676.5555152881409
239,361,362,767.1829602486831
240,362,363,771.8865630352702
241,363,364,789.4894725612442
242,364,365,1132.5067365212324
243,150,151,859.6760191446332
244,151,152,766.0109688491124
245,152,153,968.6592817474918
246,153,154,508.0173921245041
247,154,155,1897.3056304859183
248,155,156,611.0999572500086
249,156,157,914.2425673177661
250,157,158,1665.0548315649107
251,158,159,738.9379029673343
252,159,160,969.0570134953712
253,161,162,775.110619614443
254,162,163,925.954508372425
255,163,164,836.0577015552753
256,164,165,976.5260826284273
257,165,166,949.8387725450641
258,166,167,659.015438661112
259,167,168,836.0794889808309
260,168,169,750.2228206021813
261,169,170,551.8832228595862
262,170,171,982.6286747381655
263,171,172,1443.7705599032806
264,172,173,933.9906871918706
265,173,174,632.7045198840513
266,174,175,866.8610085471144
267,175,176,615.0712138288335
268,205,206,1137.1574700862056
269,206,207,1215.9350616106835
270,207,208,1604.4029116868433
271,208,209,1091.9070119401338
272,209,210,607.2379594508363
273,210,211,685.6357885044212
274,211,212,1036.835465139537
275,212,213,684.7728455268734
276,213,214,489.54702470043924
277,214,215,496.84357380448455
278,261,262,651.4470964143815
279,262,263,1182.2173464766577
280,263,264,555.0313623713168
281,264,265,494.5152127962424
282,265,266,691.8244749158935
283,266,267,693.6806580719527
284,267,268,888.0513971367042
285,268,269,423.71144358593034
286,269,270,500.27797068778256
287,270,271,249.75230431274613
288,342,341,1192.9026497815594
289,341,340,1267.7843335188518
290,340,339,353.1872781963879
291,272,273,1337.603163207716
292,273,274,1078.0081352165005
293,274,275,981.1079337177857
294,275,276,971.7842055360643
295,276,277,1160.1567941344153
296,277,278,1813.4346117739717
297,278,279,1083.3995217500437
298,279,280,1412.4627326938369
299,280,281,1444.8229672926295
300,281,282,1216.4285777517157
301,282,283,1142.962543737107
302,283,284,1431.7740933643727
303,284,285,2004.2890397504789
304,285,286,2031.7954215326795
305,286,287,1272.7585937757422
306,290,291,1489.6766954941415
307,291,292,1547.7834775454994
308,292,293,924.8623829947633
309,293,294,1077.4085786526791
310,294,295,1224.4480614199647
311,295,296,1868.7553082430245
312,296,297,1995.0308637778126
313,297,298,1349.4301054900811
314,288,289,2007.5075426262435
315,289,290,1745.4554998108492
316,314,316,2333.3696088699517
317,316,317,1393.9109165691498
318,317,318,924.9360472334004
319,318,319,1539.2872602268644
320,323,324,7100.543684304227
321,324,325,416.53512885455655
322,327,326,718.3225627524666
323,326,325,847.6611206929903
324,325,324,4116.851005185639
325,328,329,1375.1895316684115
326,329,330,5995.145045158377
327,330,331,6964.232603009457
328,313,312,9408.756740556695
329,312,311,2483.507294334565
330,311,310,4079.4749161643413
331,310,309,2244.0941930243534
332,309,308,9899.04335750568
333,308,307,1954.014561884726
334,307,306,1340.987092080386
335,306,305,1759.442066435913
336,305,304,1324.7701337450428
337,304,303,588.2060532528336
338,303,302,996.8258671768422
339,302,301,927.1238263530089
340,301,300,1406.1659680038915
341,300,299,2223.6105654035255
342,319,320,1671.9463592721686
343,320,322,1518.757272905086
345,322,323,4366.618890573474
346,76,273,225.97086400116018
347,76,251,268.48842051943615
348,273,251,301.08678356394114
349,314,149,41.55524645690279
350,343,105,182.2445729812369
351,287,288,409.87598514097584
